TimeOfFix,Latitude,Longitude,SOG,Heading,PortIndex,EEZ,Exercise
2020-10-29 06:13:27+00:00,22.075978,113.087553, 7.2, 185, 0, CHN,1
2020-10-29 04:42:55+00:00,22.211603,113.087068, 0, 325, 0, CHN,1
2020-10-20 02:32:22+00:00,22.214982,113.086492, 0.4, 289, 0, CHN,1
2020-10-19 06:21:38+00:00,22.211542,113.087043, 0, 98, 0, CHN,1
2020-10-19 04:11:29+00:00,22.211618,113.086932, 0, 311, 0, CHN,1
2020-10-19 02:09:41+00:00,22.211638,113.086937, 0.1, 19, 0, CHN,1
2020-10-19 00:06:25+00:00,22.211582,113.08701, 0.1, 196, 0, CHN,1
2020-10-18 23:49:20+00:00,22.211542,113.086967, 0.4, 354, 0, CHN,1
2020-10-18 14:56:33+00:00,22.211605,113.086942, 0.1, 98, 0, CHN,1
2020-10-07 10:00:59+00:00,22.21147,113.086233, 0, 270, 0, CHN,1
2020-10-07 08:10:20+00:00,22.211433,113.086197, 0, 77, 0, CHN,1
2020-10-07 06:17:14+00:00,22.21143,113.086193, 0.1, 238, 0, CHN,1
2020-10-07 04:04:04+00:00,22.211457,113.086182, 0, 350, 0, CHN,1
2020-10-07 03:27:30+00:00,22.211482,113.086207, 0, 136, 0, CHN,1
2020-10-05 12:17:25+00:00,22.211482,113.086217, 0, 137, 0, CHN,1
2020-10-05 10:04:06+00:00,22.211433,113.086202, 0, 228, 0, CHN,1
2020-10-05 08:06:50+00:00,22.211422,113.086222, 0.1, 193, 0, CHN,1
2020-10-05 06:14:34+00:00,22.211447,113.086198, 0.1, 308, 0, CHN,1
2020-10-05 04:17:59+00:00,22.211465,113.086208, 0, 150, 0, CHN,1
2020-10-05 02:03:35+00:00,22.211462,113.086125, 0.1, 300, 0, CHN,1
2020-10-05 00:15:46+00:00,22.211052,113.089225, 6, 283, 0, CHN,1
2020-10-04 22:07:05+00:00,22.004627,113.098283, 6.4, 322, 0, CHN,1
2020-10-04 20:02:43+00:00,21.853207,113.247323, 6.2, 289, 0, CHN,1
2020-10-04 18:05:27+00:00,21.82046,113.500597, 7.2, 279, 0, CHN,1
2020-10-04 16:15:17+00:00,21.780977,113.738737, 7.4, 278, 0, CHN,1
2019-08-27 06:04:28+00:00,22.211493,113.0861, 0.4, 152, 0, CHN,0
2019-08-27 04:01:47+00:00,22.045002,113.084792, 5.8, 354, 0, CHN,0
2019-08-27 02:08:48+00:00,21.903878,113.184508, 6.3, 318, 0, CHN,0
2019-08-27 00:09:29+00:00,21.880815,113.395253, 7.1, 269, 0, CHN,0
2019-08-26 22:04:36+00:00,21.899175,113.667915, 7.3, 261, 0, CHN,0
2019-08-26 20:01:32+00:00,21.929978,113.924977, 7.1, 266, 0, CHN,0
2019-08-26 18:58:19+00:00,21.94267,114.05894, 7.3, 261, 0, CHN,0
2019-08-25 11:20:49+00:00,22.08092,114.340323, 6.3, 94, 0, CHN,0
2019-08-24 16:30:07+00:00,22.083433,114.339842, 6.1, 307, 0, CHN,0
2019-08-24 10:06:39+00:00,22.069595,114.958747, 7, 270, 0, CHN,0
2019-08-21 08:49:35+00:00,22.02571,116.261467, 0.1, 53, 0, CHN,0
2019-08-21 06:15:28+00:00,22.037295,116.26493, 0.3, 181, 0, CHN,0
2019-08-21 05:40:36+00:00,22.040658,116.263837, 0.3, 183, 0, CHN,0
2019-08-21 03:00:20+00:00,22.05167,116.264988, 0.2, 170, 0, CHN,0
2019-08-20 22:42:47+00:00,22.074205,116.236795, 2, 270, 0, CHN,0
2019-08-16 06:42:28+00:00,21.30647,113.253507, 2.5, 64, 0, CHN,0
2019-08-16 04:08:42+00:00,21.577547,113.230163, 6.6, 189, 0, CHN,0
2019-08-16 02:15:45+00:00,21.79092,113.229703, 6.9, 177, 0, CHN,0
2019-08-16 00:14:12+00:00,21.975973,113.122335, 5.3, 138, 0, CHN,0
2019-08-15 22:01:24+00:00,22.199135,113.09518, 5.7, 169, 0, CHN,0
2019-08-15 20:04:42+00:00,22.211478,113.08667, 0.1, 225, 0, CHN,0
2019-08-15 18:14:48+00:00,22.211502,113.086643, 0, 135, 0, CHN,0
2019-08-15 16:05:35+00:00,22.211515,113.08664, 0, 45, 0, CHN,0
2019-08-15 14:10:59+00:00,22.21162,113.086665, 0.1, 105, 0, CHN,0
2019-08-15 12:07:47+00:00,22.21148,113.086645, 0, 208, 0, CHN,0
2019-08-15 10:03:25+00:00,22.211313,113.09278, 0, 53, 0, CHN,0
2019-08-15 08:11:50+00:00,22.211285,113.092753, 0, 205, 0, CHN,0
2019-08-15 06:12:30+00:00,22.212178,113.091713, 0.3, 121, 0, CHN,0
2019-08-15 04:06:59+00:00,22.210638,113.091563, 0, 193, 0, CHN,0
2019-08-15 02:04:33+00:00,22.214522,113.090005, 0.1, 90, 0, CHN,0
2019-08-15 01:20:44+00:00,22.203672,113.091657, 3.8, 156, 0, CHN,0
2020-10-30 21:21:21+00:00,21.796142,112.95106,6.6,307.6,0, CHN,1
2020-10-30 04:03:26+00:00,21.824728,112.914453,4.0,117.2,0, CHN,1
2020-10-29 21:11:51+00:00,21.783473,112.967953,7.0,303.0,0, CHN,1
2020-10-27 18:27:10+00:00,21.759105,112.941478,11.3,306.0,0, CHN,1
2020-10-26 21:36:36+00:00,21.799333,113.01429,1.7,123.6,0, CHN,1
2020-10-26 04:19:01+00:00,21.830008,112.923613,5.6,137.3,0, CHN,1
2020-10-25 22:06:49+00:00,21.753383,113.025432,4.5,349.1,0, CHN,1
2020-10-21 01:24:25+00:00,21.833068,112.915312,5.3,116.9,0, CHN,1
2020-10-20 23:20:14+00:00,21.831618,112.915455,6.6,324.0,0, CHN,1
2020-10-19 22:38:27+00:00,21.801445,112.905442,4.6,345.6,0, CHN,1
2020-10-19 08:14:13+00:00,21.751435,112.968302,0.5,287.8,0, CHN,1
2020-10-19 06:32:35+00:00,21.841112,112.899768,4.2,168.1,0, CHN,1
2020-10-17 22:02:07+00:00,21.772697,112.923287,5.3,355.1,0, CHN,1
2020-10-16 22:56:18+00:00,21.797258,113.018497,2.1,289.0,0, CHN,1
2020-10-16 21:53:40+00:00,21.768388,113.003078,7.2,60.6,0, CHN,1
2019-08-22 22:55:07+00:00,21.754503,113.009288,1.9,291.0,0, CHN,0
2019-08-18 22:29:01+00:00,21.763383,113.029315,5.1,6.1,0, CHN,0
2019-08-18 07:08:34+00:00,21.776988,113.030693,6.9,155.8,0, CHN,0
2019-08-17 22:29:12+00:00,21.77564,113.02062,7.8,6.5,0, CHN,0
2019-08-08 06:49:20+00:00,22.295217,113.18211,7.4,186.9,0, CHN,0
2019-08-28 10:24:36+00:00,21.638588,112.298962,8.1,311.0,0, CHN,0
2019-08-28 09:57:35+00:00,21.599392,112.34713,7.9,308.0,0, CHN,0
2019-08-27 20:25:44+00:00,21.515362,112.754817,2.8,63.0,0, CHN,0
2019-08-17 11:49:37+00:00,21.839922,112.882548,2.6,186.0,0, CHN,0
2020-10-05 02:15:55+00:00,22.21135,113.08655, 0, 345.6, 0, CHN,1
2020-10-05 00:12:58+00:00,22.003367,113.099683, 7.1, 320.4, 0, CHN,1
2020-10-04 22:15:55+00:00,21.7995,113.228733, 6.6, 358, 0, CHN,1
2020-10-03 18:10:55+00:00,20.906267,113.017333, 3.1, 109.5, 0, CHN,1
2020-10-03 16:49:55+00:00,20.928483,112.947733, 2.9, 107.4, 0, CHN,1
2019-08-28 10:06:53+00:00,22.134075,113.101063, 6.6, 12, 0, CHN,0
2019-08-28 08:00:46+00:00,21.919493,113.170423, 6.9, 322, 0, CHN,0
2019-08-28 06:14:43+00:00,21.839095,113.22818, 0.5, 81, 0, CHN,0
2019-08-28 04:11:41+00:00,21.839152,113.227885, 0.3, 279.3, 0, CHN,0
2019-08-28 02:03:06+00:00,21.795713,113.237062, 6.9, 1, 0, CHN,0
2019-08-28 01:37:34+00:00,21.747943,113.239845, 6.6, 354, 0, CHN,0
2019-08-27 22:10:57+00:00,21.57296,113.222683, 3.6, 44, 0, CHN,0
2019-08-27 20:10:29+00:00,21.513798,113.111603, 3.3, 62, 0, CHN,0
2019-08-27 19:12:26+00:00,21.48653,113.057045, 5.1, 76, 0, CHN,0
2019-08-16 04:07:02+00:00,21.591277,113.22828, 7, 181, 0, CHN,0
2019-08-16 02:33:31+00:00,21.770498,113.223277, 7.2, 169, 0, CHN,0
2019-08-16 00:07:01+00:00,21.994983,113.106448, 5.1, 134, 0, CHN,0
2019-08-15 22:01:29+00:00,22.21056,113.08683, 1.9, 5.7, 0, CHN,0
2019-08-15 21:16:46+00:00,22.210185,113.086858, 0, 77, 0, CHN,0
2019-08-15 02:42:59+00:00,22.207362,113.084853, 0.3, 137.6, 0, CHN,0
2019-08-13 05:06:31+00:00,22.207095,113.084523, 0, 125, 0, CHN,0
2019-08-13 02:30:37+00:00,22.207067,113.084542, 0, 125, 0, CHN,0
2019-08-13 01:35:05+00:00,22.207093,113.084517, 0, 125, 0, CHN,0
2020-10-05 02:07:29+00:00,22.003372,113.099232, 10, 322, 0, CHN,1
2020-10-05 00:29:45+00:00,21.791542,113.22957, 7.6, 3, 0, CHN,1
2019-08-29 08:26:09+00:00,22.21137,113.086673, 0, 102, 0, CHN,0
2019-08-28 10:12:32+00:00,22.153768,113.10298, 6.9, 352, 0, CHN,0
2019-08-28 08:08:57+00:00,21.9413,113.151588, 6.7, 322, 0, CHN,0
2019-08-28 06:54:58+00:00,21.831583,113.236257, 6.1, 318, 0, CHN,0
2019-08-16 02:13:45+00:00,21.802298,113.22172, 6.6, 194, 0, CHN,0
2019-08-16 00:01:14+00:00,21.9956,113.105398, 4.9, 126, 0, CHN,0
2019-08-15 22:04:42+00:00,22.197158,113.095727, 7.9, 169, 0, CHN,0
2019-08-15 21:49:37+00:00,22.211207,113.08673, 0.4, 143, 0, CHN,0
2019-08-13 06:22:59+00:00,22.21126,113.08679, 0.2, 201, 0, CHN,0
2019-08-13 01:11:20+00:00,22.211287,113.086792, 0, 122, 0, CHN,0
2019-08-03 02:16:42+00:00,22.207153,113.085003, 0, 144, 0, CHN,0
2019-08-03 01:47:42+00:00,22.20715,113.085047, 0, 144, 0, CHN,0
2020-10-04 22:44:52+00:00,21.86445,113.216533, 6.9, 345.3, 0, CHN,1
2019-08-28 10:46:56+00:00,22.210988,113.08939, 2.2, 294.9, 0, CHN,0
2019-08-28 08:19:34+00:00,21.9543,113.139983, 6.1, 323.7, 0, CHN,0
2019-08-28 07:58:34+00:00,21.92275,113.167783, 6.9, 323.5, 0, CHN,0
2019-08-16 01:44:45+00:00,21.871283,113.214167, 6.7, 155.7, 0, CHN,0
2019-08-15 22:29:44+00:00,22.161067,113.102167, 7.7, 175.3, 0, CHN,0
2019-08-27 22:04:58+00:00,22.003173,113.100357, 9.2, 328, 0, CHN,0
2019-08-27 20:05:50+00:00,21.801465,113.238197, 0.6, 348.1, 0, CHN,0
2019-08-27 18:11:44+00:00,21.801342,113.238247, 0, 97.2, 0, CHN,0
2019-08-16 00:02:15+00:00,22.002447,113.100138, 5.9, 146, 0, CHN,0
2019-08-15 22:20:49+00:00,22.204865,113.091547, 7.3, 145, 0, CHN,0
2019-08-15 21:37:48+00:00,22.210125,113.087072, 0, 285, 0, CHN,0
2019-08-14 02:43:41+00:00,22.207047,113.084955, 0, 138, 0, CHN,0
2022-08-10 08:35:49+00:00,22.207147,113.084628,0.0,284.0, 0, CHN,3
2021-11-22 13:55:09+00:00,21.940883,113.690575,0.3,288.8, 0, CHN,2
2021-11-22 10:07:08+00:00,21.940915,113.69097,0.0,97.2, 0, CHN,2
2021-11-06 22:16:59+00:00,21.304463,112.640593,7.9,27.0, 0, CHN,2
2021-11-06 16:40:17+00:00,21.261852,112.784988,2.4,243.0, 0, CHN,2
2021-11-06 12:31:50+00:00,21.280105,112.975225,2.9,272.0, 0, CHN,2
2020-10-05 20:52:40+00:00,21.8536,113.218895,6.6,352.3, 0, CHN,1
2019-08-28 10:00:01+00:00,22.142528,113.102175,7.1,4.0, 0, CHN,0
2019-08-28 08:10:01+00:00,21.94588,113.147218,6.2,323.0, 0, CHN,0
2019-08-28 06:18:33+00:00,21.851558,113.32373,7.2,274.0, 0, CHN,0
2019-08-27 21:27:45+00:00,21.857348,113.496633,3.8,265.0, 0, CHN,0
2019-08-16 02:07:28+00:00,21.875577,113.209535,7.8,126.0, 0, CHN,0
2019-08-16 00:07:03+00:00,22.046548,113.083115,5.7,175.0, 0, CHN,0
2019-08-15 23:27:27+00:00,22.119862,113.096827,7.1,194.0, 0, CHN,0
2019-08-13 02:47:23+00:00,22.211517,113.086143,0.0,0.0, 0, CHN,0
2022-08-24 09:17:05+00:00,22.207638,113.084373, 0.2, 132.1, 0, CHN,3
2022-08-24 07:16:30+00:00,22.207652,113.084332, 0, 132.1, 0, CHN,3
2022-08-09 09:57:51+00:00,22.207062,113.08449, 0.2, 86, 0, CHN,3
2021-11-06 23:09:06+00:00,21.369577,112.653277, 6.7, 29, 0, CHN,2
2021-11-06 20:58:05+00:00,21.244853,112.611548, 2.3, 259, 0, CHN,2
2021-11-06 16:22:30+00:00,21.265662,112.796905, 2.3, 247, 0, CHN,2
2021-11-06 12:50:23+00:00,21.27776,112.959562, 2.8, 266, 0, CHN,2
2020-10-06 08:25:46+00:00,22.21169,113.085735, 0, 250, 0, CHN,1
2020-10-06 06:07:27+00:00,22.211712,113.085753, 0, 250, 0, CHN,1
2020-10-06 04:31:16+00:00,22.211698,113.085723, 0.2, 250, 0, CHN,1
2020-10-06 02:01:26+00:00,22.211473,113.087037, 0, 181.5, 0, CHN,1
2020-10-06 00:07:13+00:00,22.18255,113.099405, 6.6, 344, 0, CHN,1
2020-10-05 22:04:50+00:00,21.976103,113.121257, 6.2, 325, 0, CHN,1
2020-10-05 20:12:37+00:00,21.81394,113.225467, 5.8, 351, 0, CHN,1
2020-10-05 19:26:02+00:00,21.741432,113.230142, 5.8, 356, 0, CHN,1
2020-10-04 16:29:17+00:00,20.790567,112.811765, 2.5, 256, 0, CHN,1
2020-10-04 14:06:18+00:00,20.81012,112.920837, 2.8, 265, 0, CHN,1
2020-10-04 13:44:16+00:00,20.813598,112.938342, 2.7, 259, 0, CHN,1
2020-10-04 10:03:40+00:00,20.790657,112.87082, 2.5, 70, 0, CHN,1
2020-10-04 08:27:28+00:00,20.770345,112.797672, 7.9, 83, 0, CHN,1
2020-10-03 18:04:43+00:00,20.83833,113.026627, 2.6, 72, 0, CHN,1
2020-10-03 17:00:36+00:00,20.826613,112.971102, 3, 80, 0, CHN,1
2019-08-28 10:18:04+00:00,22.183785,113.098852, 6.7, 347, 0, CHN,0
2019-08-28 08:14:24+00:00,21.963815,113.132405, 6.1, 328, 0, CHN,0
2019-08-28 06:00:29+00:00,21.85003,113.372398, 7.6, 284, 0, CHN,0
2019-08-28 04:10:13+00:00,21.85207,113.501412, 1.4, 180.6, 0, CHN,0
2019-08-28 02:22:54+00:00,21.864922,113.574598, 3.3, 264, 0, CHN,0
2019-08-28 00:10:29+00:00,21.87494,113.595605, 3.8, 77, 0, CHN,0
2019-08-27 22:15:37+00:00,21.854908,113.486407, 1.1, 208, 0, CHN,0
2019-08-27 20:08:19+00:00,21.858173,113.584698, 3.9, 251, 0, CHN,0
2019-08-27 18:08:58+00:00,21.870423,113.67695, 3.5, 80, 0, CHN,0
2019-08-27 16:15:34+00:00,21.850213,113.558077, 3.4, 63, 0, CHN,0
2019-08-27 14:12:43+00:00,21.838777,113.428535, 2.6, 70, 0, CHN,0
2019-08-27 12:16:57+00:00,21.848747,113.471178, 3.6, 266, 0, CHN,0
2019-08-27 10:00:02+00:00,21.86971,113.60625, 3.3, 221, 0, CHN,0
2019-08-27 08:41:49+00:00,21.874592,113.686638, 3.1, 268, 0, CHN,0
2019-08-24 16:26:17+00:00,21.294932,113.717762, 0.2, 262, 0, CHN,0
2019-08-24 15:21:31+00:00,21.297533,113.767077, 5.3, 266, 0, CHN,0
2019-08-24 13:16:01+00:00,21.29983,113.966463, 5.1, 275, 0, CHN,0
2019-08-22 16:09:09+00:00,21.283902,113.761648, 0.1, 104.1, 0, CHN,0
2019-08-22 14:38:59+00:00,21.284115,113.761228, 0.1, 104.1, 0, CHN,0
2019-08-20 18:42:33+00:00,21.563278,113.154572, 0.3, 357.6, 0, CHN,0
2019-08-20 16:07:57+00:00,21.563508,113.154342, 0.5, 144, 0, CHN,0
2019-08-20 15:34:54+00:00,21.564143,113.153188, 0.3, 127, 0, CHN,0
2019-08-16 01:22:13+00:00,21.940488,113.15187, 6.6, 141.3, 0, CHN,0
2019-08-16 04:01:33+00:00,21.841138,112.899038, 9.2, 134.3, 0, CHN,0
2019-08-15 06:07:05+00:00,21.819307,113.076015, 6.8, 217.6, 0, CHN,0
2019-08-15 04:13:51+00:00,21.957978,113.137258, 9.8, 145, 0, CHN,0
2019-08-15 03:47:29+00:00,22.01264,113.091782, 6, 143.3, 0, CHN,0
2019-08-15 01:06:07+00:00,22.317192,113.182958, 6.6, 181.9, 0, CHN,0
2019-08-05 02:31:19+00:00,22.31789,113.183037, 7.2, 4.4, 0, CHN,0
2020-10-05 04:45:11+00:00,22.207182,113.08627, 1.9, 238, 0, CHN,1
2020-10-05 02:01:30+00:00,21.882973,113.201432, 8.9, 322, 0, CHN,1
2020-10-05 01:13:27+00:00,21.787603,113.202897, 6.2, 25, 0, CHN,1
2020-10-04 15:30:18+00:00,21.004918,112.967335, 2.5, 43, 0, CHN,1
2019-08-28 12:03:21+00:00,22.21165,113.085683, 0.1, 336.7, 0, CHN,0
2019-08-28 10:11:44+00:00,22.042157,113.084518, 8, 356, 0, CHN,0
2019-08-28 08:53:38+00:00,21.895868,113.190158, 8.3, 322, 0, CHN,0
2019-08-16 02:12:18+00:00,21.893033,113.192867, 7.7, 138.8, 0, CHN,0
2019-08-16 00:04:24+00:00,22.077407,113.086962, 5.8, 195, 0, CHN,0
2019-08-15 22:24:43+00:00,22.211583,113.085767, 0, 359, 0, CHN,0
2019-08-15 20:15:42+00:00,22.211617,113.0858, 0, 359, 0, CHN,0
2019-08-15 18:03:34+00:00,22.2116,113.0858, 0, 359, 0, CHN,0
2019-08-15 16:06:35+00:00,22.211583,113.085817, 0, 359, 0, CHN,0
2019-08-15 14:00:35+00:00,22.211583,113.085817, 0, 243.1, 0, CHN,0
2019-08-15 12:26:08+00:00,22.211582,113.085807, 0.3, 243.1, 0, CHN,0
2019-08-15 10:53:00+00:00,22.211588,113.085813, 0, 297.2, 0, CHN,0
2019-08-15 08:50:01+00:00,22.211562,113.085765, 0, 297.2, 0, CHN,0
2019-08-15 06:11:04+00:00,22.2116,113.085777, 0, 297.2, 0, CHN,0
2019-08-15 05:05:03+00:00,22.211608,113.085775, 0, 297.2, 0, CHN,0
2019-08-15 02:11:05+00:00,22.21166,113.085805, 0, 297.2, 0, CHN,0
2019-08-15 00:09:52+00:00,22.2116,113.085817, 0, 297.2, 0, CHN,0
2019-08-14 23:21:52+00:00,22.211583,113.085817, 0, 297.2, 0, CHN,0
2019-08-13 08:07:17+00:00,22.211567,113.0858, 0, 117.6, 0, CHN,0
2019-08-13 06:13:20+00:00,22.211567,113.085817, 0, 117.6, 0, CHN,0
2019-08-13 04:34:14+00:00,22.211567,113.0858, 0, 117.6, 0, CHN,0
2019-08-13 02:05:43+00:00,22.211567,113.085817, 0.1, 117.6, 0, CHN,0
2019-08-13 00:14:44+00:00,22.211617,113.0858, 0, 117.6, 0, CHN,0
2019-08-12 23:38:44+00:00,22.211617,113.085767, 0, 117.6, 0, CHN,0
2019-08-12 10:07:45+00:00,22.211567,113.085783, 0, 120.4, 0, CHN,0
2019-08-12 08:16:48+00:00,22.211567,113.085817, 0, 120.4, 0, CHN,0
2019-08-12 07:13:45+00:00,22.211567,113.0858, 0, 120.4, 0, CHN,0
2019-08-12 05:31:43+00:00,22.211517,113.085767, 0, 120.4, 0, CHN,0
2019-08-12 02:05:57+00:00,22.211667,113.08585, 0, 120.4, 0, CHN,0
2019-08-09 08:06:10+00:00,22.2116,113.085783, 0, 146.9, 0, CHN,0
2019-08-09 00:07:09+00:00,22.211583,113.08585, 0, 146.9, 0, CHN,0
2019-08-08 23:55:11+00:00,22.211567,113.0858, 0, 146.9, 0, CHN,0
2019-08-08 00:30:41+00:00,22.211567,113.085783, 0, 141.3, 0, CHN,0
2019-08-07 23:57:40+00:00,22.211567,113.085817, 0, 141.3, 0, CHN,0
2019-08-07 08:19:50+00:00,22.211583,113.085783, 0, 124, 0, CHN,0
2019-08-07 06:13:48+00:00,22.211583,113.085783, 0, 124, 0, CHN,0
2019-08-07 00:40:37+00:00,22.211583,113.085783, 0, 124, 0, CHN,0
2019-08-06 23:07:36+00:00,22.21155,113.085767, 0, 124, 0, CHN,0
2019-08-06 08:30:47+00:00,22.2116,113.085767, 0, 117.9, 0, CHN,0
2019-08-06 06:15:37+00:00,22.211533,113.085767, 0, 117.9, 0, CHN,0
2019-08-06 05:57:35+00:00,22.2115,113.085733, 0, 117.9, 0, CHN,0
2019-08-06 02:23:43+00:00,22.211617,113.0858, 0, 117.9, 0, CHN,0
2019-08-06 00:02:38+00:00,22.211633,113.08585, 0, 117.9, 0, CHN,0
2019-08-05 23:02:46+00:00,22.211567,113.08575, 0, 117.9, 0, CHN,0
2020-10-30 22:57:16+00:00,22.182817,113.434013, 5.9, 245.9, 0, CHN,1
2020-10-29 14:18:31+00:00,22.180007,113.432993, 1.5, 255.3, 0, CHN,1
2020-10-29 12:16:20+00:00,22.18265,113.435035, 0.8, 193.4, 0, CHN,1
2020-10-29 10:20:00+00:00,22.113358,113.665855, 5, 347.6, 0, CHN,1
2020-10-28 05:04:39+00:00,22.072263,113.46891, 2.3, 122.8, 0, CHN,1
2020-10-27 12:15:57+00:00,22.173882,113.527172, 5.9, 242.4, 0, CHN,1
2020-10-27 10:55:36+00:00,22.072838,113.659443, 3.5, 339.2, 0, CHN,1
2020-10-26 09:08:14+00:00,22.080727,114.448052, 0.2, 91, 0, CHN,1
2020-10-26 04:07:58+00:00,22.0723,114.308275, 4.7, 91, 0, CHN,1
2020-10-25 07:01:55+00:00,22.103562,113.671457, 0.2, 42, 0, CHN,1
2020-10-25 04:57:23+00:00,22.182835,113.434047, 1.6, 135, 0, CHN,1
2020-10-22 10:05:34+00:00,22.179907,113.434365, 4.8, 90.9, 0, CHN,1
2020-10-22 00:51:40+00:00,22.182745,113.432322, 0.3, 4.1, 0, CHN,1
2020-10-21 05:31:33+00:00,22.180075,113.430188, 4.5, 40.4, 0, CHN,1
2020-10-21 02:26:35+00:00,22.175187,113.426672, 0.6, 228.1, 0, CHN,1
2020-10-21 00:12:31+00:00,22.182865,113.433877, 1.9, 204, 0, CHN,1
2020-10-20 06:13:04+00:00,22.178557,113.57086, 8.4, 291.9, 0, CHN,1
2020-10-20 04:10:50+00:00,21.937152,113.710805, 5.6, 316.9, 0, CHN,1
2020-10-20 03:38:03+00:00,21.904353,113.714083, 7.9, 315.9, 0, CHN,1
2020-10-19 02:20:22+00:00,22.157903,113.4323, 6.6, 163.5, 0, CHN,1
2020-10-18 14:18:45+00:00,22.149818,113.435697, 9, 343.5, 0, CHN,1
2020-10-17 06:26:30+00:00,21.91129,113.893788, 7.4, 135, 0, CHN,1
2020-10-17 04:11:43+00:00,22.145367,113.632442, 9.4, 130, 0, CHN,1
2020-10-17 02:25:40+00:00,22.181657,113.432428, 1.5, 277, 0, CHN,1
2020-10-17 00:54:40+00:00,22.178485,113.436568, 8.5, 221.1, 0, CHN,1
2020-10-16 14:17:26+00:00,22.085403,113.462758, 9.2, 335, 0, CHN,1
2020-10-16 12:30:30+00:00,21.887545,113.647895, 9.5, 311, 0, CHN,1
2020-10-15 02:06:28+00:00,22.171593,113.591663, 9.7, 114, 0, CHN,1
2020-10-15 00:20:25+00:00,22.181673,113.432378, 0.6, 1, 0, CHN,1
2020-10-12 04:09:18+00:00,22.178727,113.43484, 0.7, 131.5, 0, CHN,1
2020-10-11 12:08:24+00:00,21.961775,113.515113, 9, 318, 0, CHN,1
2020-10-10 06:06:16+00:00,21.974818,113.512472, 8.1, 128, 0, CHN,1
2020-10-10 04:11:48+00:00,22.182745,113.433407, 0, 263, 0, CHN,1
2020-10-10 02:14:47+00:00,22.182727,113.43335, 0, 263, 0, CHN,1
2020-10-10 00:41:47+00:00,22.182895,113.434025, 0.1, 327, 0, CHN,1
2020-10-09 23:28:24+00:00,22.182815,113.433925, 1.6, 191.7, 0, CHN,1
2020-10-09 19:59:40+00:00,22.178792,113.43416, 0.4, 151.2, 0, CHN,1
2020-10-09 00:23:15+00:00,22.150645,113.435718, 7.4, 343, 0, CHN,1
2020-10-08 22:13:24+00:00,21.965248,113.556418, 7.4, 294, 0, CHN,1
2020-10-08 21:21:54+00:00,21.90609,113.650087, 7.3, 310, 0, CHN,1
2020-10-08 02:04:57+00:00,22.134215,113.622538, 9.4, 151, 0, CHN,1
2020-10-08 00:12:50+00:00,22.18276,113.433305, 1.5, 359, 0, CHN,1
2020-10-07 22:42:28+00:00,22.182817,113.433758, 0.3, 0, 0, CHN,1
2020-10-07 11:10:51+00:00,22.180048,113.432822, 0.5, 136.8, 0, CHN,1
2020-10-07 08:16:39+00:00,22.182755,113.433517, 0, 0, 0, CHN,1
2020-10-07 06:06:14+00:00,22.009422,113.485327, 7.9, 355, 0, CHN,1
2020-10-07 05:45:44+00:00,21.979438,113.519337, 9.1, 294, 0, CHN,1
2020-10-06 04:03:13+00:00,22.1808,113.561183, 6.6, 102, 0, CHN,1
2020-10-06 02:11:46+00:00,22.182753,113.433442, 0, 0, 0, CHN,1
2020-10-06 00:16:45+00:00,22.182783,113.433458, 0.5, 136.4, 0, CHN,1
2020-10-05 12:13:51+00:00,22.018133,113.484442, 7.9, 349, 0, CHN,1
2020-10-05 11:48:52+00:00,21.99119,113.524097, 10.3, 270, 0, CHN,1
2020-10-04 02:04:57+00:00,22.107072,113.862608, 8.1, 92, 0, CHN,1
2020-10-04 00:28:03+00:00,22.164633,113.64554, 4.6, 118, 0, CHN,1
2020-10-03 22:36:22+00:00,22.178792,113.433928, 0.4, 327, 0, CHN,1
2020-10-03 11:00:15+00:00,22.178763,113.434027, 0.4, 0, 0, CHN,1
2019-08-29 04:35:56+00:00,22.180817,113.433052, 1, 156.1, 0, CHN,0
2019-08-26 02:18:22+00:00,22.176418,113.436625, 4.6, 191, 0, CHN,0
2019-08-26 00:14:26+00:00,22.182017,113.436002, 1.2, 246, 0, CHN,0
2019-08-25 22:02:17+00:00,22.182818,113.434295, 0, 344, 0, CHN,0
2019-08-25 20:05:03+00:00,22.182817,113.434322, 0, 344, 0, CHN,0
2019-08-25 18:16:17+00:00,22.182745,113.433885, 0, 344, 0, CHN,0
2019-08-25 16:01:10+00:00,22.157278,113.497657, 8.6, 249, 0, CHN,0
2019-08-25 14:00:37+00:00,22.010488,113.69219, 9, 320, 0, CHN,0
2019-08-25 12:48:37+00:00,21.870985,113.80586, 8.7, 331, 0, CHN,0
2019-08-24 18:01:37+00:00,21.997482,113.703983, 9.8, 120, 0, CHN,0
2019-08-24 16:09:22+00:00,22.173238,113.528403, 8.3, 54, 0, CHN,0
2019-08-24 14:03:44+00:00,22.172305,113.436502, 3.1, 311, 0, CHN,0
2019-08-24 12:59:36+00:00,22.178055,113.429452, 2.9, 176, 0, CHN,0
2019-08-23 14:08:43+00:00,22.182845,113.436493, 0, 231.9, 0, CHN,0
2019-08-23 12:11:41+00:00,22.182683,113.43645, 0, 51, 0, CHN,0
2019-08-23 10:13:34+00:00,22.171593,113.591567, 8.1, 302.6, 0, CHN,0
2019-08-23 08:15:44+00:00,21.946208,113.76119, 7.9, 316, 0, CHN,0
2019-08-22 04:44:46+00:00,21.852622,113.798368, 8.5, 149, 0, CHN,0
